Date,N1,N2,N3,N4,N5,E1,E2,Winner,Gain
2010-09-04,32,35,8,31,19,2,7,0,0
2010-09-04,26,41,4,28,41,6,3,0,0
2010-09-04,15,3,37,20,6,5,8,0,0
2010-09-07,37,9,49,24,39,3,9,0,28051827
2010-09-07,19,24,25,7,45,10,6,0,0
2010-09-07,17,43,17,9,14,7,4,0,0
2010-09-07,19,28,27,43,7,7,6,0,0
2010-09-07,3,26,19,18,31,5,4,0,0
2010-09-17,50,27,38,17,29,3,1,0,15000000
2010-09-17,32,44,8,4,49,7,5,0,0
2010-09-17,19,33,27,41,37,2,3,0,0
2010-09-17,30,47,27,44,2,10,6,0,0
2010-09-17,17,28,14,18,47,2,11,0,0
2010-09-24,1,16,48,4,40,1,9,2,28674645
2010-09-24,25,20,15,7,26,2,6,0,0
2010-09-24,20,1,39,40,9,10,2,0,0
2010-09-24,6,33,17,33,27,9,3,0,0
2010-09-24,10,15,47,36,8,2,10,0,0
2010-10-09,35,41,21,45,17,5,1,1,15000000
2010-10-09,36,35,48,26,39,2,5,0,0
2010-10-09,13,48,20,35,47,7,10,0,0
2010-10-09,47,11,44,30,38,9,11,0,0
2010-10-09,26,39,28,42,11,9,1,0,0
2010-10-12,46,2,10,3,33,8,7,0,28707820
2010-10-12,49,46,2,28,30,1,8,0,0
2010-10-12,38,41,28,25,43,4,8,0,0
2010-10-12,18,47,38,37,7,10,5,0,0
2010-10-12,31,22,11,4,49,9,4,0,0
2010-10-15,38,31,2,36,43,7,3,0,15000000
2010-10-15,44,25,38,27,17,2,9,0,0
2010-10-15,10,22,5,3,21,8,4,0,0
2010-10-15,22,35,20,34,25,5,2,0,0
2010-10-15,45,38,12,26,16,6,7,0,0
2010-10-22,39,5,11,9,4,3,5,2,29421180
2010-10-22,49,9,31,45,46,6,9,0,0
2010-10-22,35,34,33,45,5,11,8,0,0
2010-10-22,33,43,22,14,35,9,1,0,0
2010-10-22,25,45,49,36,35,4,10,0,0
2010-10-29,32,22,16,42,20,8,9,0,15000000
2010-10-29,9,4,23,10,5,9,10,0,0
2010-10-29,32,37,24,3,44,7,9,0,0
2010-10-29,20,24,34,13,8,10,2,0,0
2010-10-29,8,44,45,19,47,9,10,0,0
2010-11-06,44,2,36,22,24,2,1,1,15000000
2010-11-06,37,41,21,32,42,1,2,0,0
2010-11-06,44,27,19,31,19,6,5,0,0
2010-11-06,40,18,49,21,40,4,3,0,0
2010-11-06,20,42,3,18,7,10,5,0,0
2010-11-19,36,12,15,45,32,9,7,0,30223423
2010-11-19,26,29,22,15,25,4,11,0,0
2010-11-19,44,45,35,32,25,4,10,0,0
2010-11-19,25,11,22,31,49,8,6,0,0
2010-11-19,36,35,26,42,40,9,8,0,0
2010-11-26,9,41,36,49,28,7,5,1,45322973
2010-11-26,39,41,38,32,4,4,11,0,0
2010-11-26,41,29,15,23,37,2,7,0,0
2010-11-26,32,21,9,49,3,2,7,0,0
2010-11-26,42,40,9,21,39,7,10,0,0
2010-12-02,5,45,1,38,18,6,4,2,129618405
2010-12-02,40,5,46,45,17,1,10,0,0
2010-12-02,47,15,41,13,24,6,11,0,0
2010-12-02,46,45,3,30,31,7,3,0,0
2010-12-02,9,47,15,29,44,7,3,0,0
2010-12-03,46,1,26,36,33,7,6,0,15000000
2010-12-03,11,16,47,37,45,5,11,0,0
2010-12-03,35,24,17,1,23,2,9,0,0
2010-12-03,11,43,3,30,41,2,8,0,0
2010-12-03,42,24,1,22,31,8,5,0,0
2010-12-11,23,47,7,19,29,6,1,0,16141034
2010-12-11,12,36,5,26,19,3,2,0,0
2010-12-11,39,40,43,19,11,6,3,0,0
2010-12-11,37,30,41,29,32,1,8,0,0
2010-12-11,25,49,39,37,46,9,3,0,0
2010-12-17,3,35,29,42,20,3,8,1,43677118
2010-12-17,22,19,36,27,17,7,2,0,0
2010-12-17,37,2,21,20,48,1,11,0,0
2010-12-17,2,7,2,5,20,2,3,0,0
2010-12-17,39,29,3,42,13,11,10,0,0
2010-12-24,46,19,42,36,38,8,2,1,19106756
2010-12-24,25,43,31,14,30,11,9,0,0
2010-12-24,36,39,31,20,44,10,6,0,0
2010-12-24,39,45,21,33,11,8,11,0,0
2010-12-24,13,15,36,43,14,2,8,0,0
2010-12-31,2,24,43,38,34,1,7,1,15338239
2010-12-31,1,36,11,33,23,6,4,0,0
2010-12-31,41,32,19,44,49,1,8,0,0
2010-12-31,32,17,12,36,43,11,8,0,0
2010-12-31,45,12,34,24,21,10,2,0,0
2011-01-04,17,33,22,21,4,4,8,1,15000000
2011-01-04,45,47,39,47,6,9,4,0,0
2011-01-04,21,4,26,23,43,1,10,0,0
2011-01-04,30,24,36,3,17,4,5,0,0
2011-01-04,31,4,46,36,35,2,6,0,0
2011-01-07,11,23,31,8,46,9,8,0,156881529
2011-01-07,47,39,30,2,9,6,3,0,0
2011-01-07,1,35,5,15,42,1,7,0,0
2011-01-07,7,3,9,42,27,10,5,0,0
2011-01-07,27,7,20,19,45,4,6,0,0
2011-01-11,20,45,23,14,46,1,11,0,33703338
2011-01-11,6,48,46,24,26,10,11,0,0
2011-01-11,29,32,27,12,11,5,11,0,0
2011-01-11,46,13,42,18,15,1,7,0,0
2011-01-11,10,25,30,4,41,6,5,0,0
2011-01-14,44,2,24,14,39,7,6,0,15000000
2011-01-14,25,15,36,43,21,7,10,0,0
2011-01-14,48,17,3,41,21,11,6,0,0
2011-01-14,23,36,3,23,11,11,7,0,0
2011-01-14,9,19,27,39,3,10,3,0,0
2011-01-21,21,11,13,3,18,5,4,2,29004254
2011-01-21,40,26,8,46,36,3,7,0,0
2011-01-21,32,18,36,37,40,5,2,0,0
2011-01-21,2,22,18,29,13,10,1,0,0
2011-01-21,18,15,42,26,18,8,2,0,0
2011-01-28,41,24,23,42,13,5,1,0,15000000
2011-01-28,27,28,6,5,46,5,3,0,0
2011-01-28,26,32,46,27,45,5,2,0,0
2011-01-28,39,6,16,31,46,6,8,0,0
2011-01-28,5,40,41,7,22,3,7,0,0
2011-02-08,8,33,14,24,5,8,3,0,15000000
2011-02-08,24,45,23,39,48,1,8,0,0
2011-02-08,35,8,31,43,46,11,8,0,0
2011-02-08,44,23,37,43,7,7,5,0,0
2011-02-08,23,25,10,25,39,3,2,0,0
2011-02-09,37,12,26,38,44,4,7,0,115692111
2011-02-09,25,45,16,13,45,4,10,0,0
2011-02-09,22,34,33,30,41,3,11,0,0
2011-02-09,19,23,28,18,37,8,11,0,0
2011-02-09,12,22,16,5,20,6,8,0,0
2011-02-12,27,40,7,43,30,9,8,1,27094320
2011-02-12,39,46,5,7,13,6,10,0,0
2011-02-12,24,39,34,13,35,9,3,0,0
2011-02-12,35,19,31,36,3,8,6,0,0
2011-02-12,2,29,24,39,3,3,5,0,0
2011-02-18,45,3,49,15,2,9,5,0,28569174
2011-02-18,39,27,34,22,7,8,6,0,0
2011-02-18,39,19,20,25,40,2,5,0,0
2011-02-18,11,22,10,38,30,2,7,0,0
2011-02-18,9,13,2,45,42,5,6,0,0
2011-02-25,42,45,13,48,12,3,9,0,44068144
2011-02-25,20,46,17,33,38,8,2,0,0
2011-02-25,42,5,35,48,9,3,4,0,0
2011-02-25,36,48,34,28,8,1,3,0,0
2011-02-25,13,14,45,24,16,8,10,0,0
2011-03-06,49,40,50,39,4,2,5,0,46382251
2011-03-06,40,41,42,8,21,9,8,0,0
2011-03-06,49,20,2,1,29,8,6,0,0
2011-03-06,17,48,18,8,48,5,3,0,0
2011-03-06,10,26,27,43,11,1,9,0,0
2011-03-18,50,13,26,1,20,7,6,0,107470965
2011-03-18,30,7,8,44,35,1,6,0,0
2011-03-18,17,45,5,27,33,9,6,0,0
2011-03-18,10,4,24,43,2,5,3,0,0
2011-03-18,41,13,42,27,13,4,6,0,0
2011-03-25,12,21,6,33,27,7,3,2,138210534
2011-03-25,19,43,5,48,11,7,5,0,0
2011-03-25,37,20,23,16,18,10,8,0,0
2011-03-25,31,9,6,15,16,6,3,0,0
2011-03-25,11,23,32,27,17,2,10,0,0
2011-04-02,47,35,11,2,24,5,9,5,28947728
2011-04-02,33,47,32,23,45,4,1,0,0
2011-04-02,1,49,36,24,43,5,4,0,0
2011-04-02,17,11,27,47,48,8,6,0,0
2011-04-02,11,12,41,17,25,2,6,0,0
2011-04-03,28,41,25,11,27,8,5,0,61901148
2011-04-03,32,27,43,20,18,7,2,0,0
2011-04-03,13,12,29,13,43,9,8,0,0
2011-04-03,34,5,38,44,12,4,8,0,0
2011-04-03,40,5,23,27,28,3,6,0,0
2011-04-10,14,16,23,45,38,8,11,0,100000000
2011-04-10,14,38,34,28,14,1,9,0,0
2011-04-10,5,9,29,43,1,7,1,0,0
2011-04-10,22,17,41,46,18,7,4,0,0
2011-04-10,46,28,22,7,32,1,5,0,0
2011-04-11,41,50,11,43,14,9,2,0,46270560
2011-04-11,39,4,3,16,35,3,1,0,0
2011-04-11,16,21,27,45,33,7,9,0,0
2011-04-11,44,6,39,21,43,6,2,0,0
2011-04-11,41,9,38,41,40,7,11,0,0
2011-04-15,4,41,6,21,39,2,6,0,29316256
2011-04-15,31,15,28,41,12,3,6,0,0
2011-04-15,10,14,11,23,16,7,1,0,0
2011-04-15,5,31,39,26,33,2,1,0,0
2011-04-15,20,29,23,41,19,8,10,0,0
2011-04-22,22,45,48,11,36,1,4,1,43415570
2011-04-22,28,18,6,18,23,5,6,0,0
2011-04-22,32,15,33,39,22,10,8,0,0
2011-04-22,35,9,5,17,49,4,10,0,0
2011-04-22,33,36,47,20,38,1,11,0,0
2011-04-29,38,40,25,15,41,1,2,0,15000000
2011-04-29,35,21,46,26,12,6,3,0,0
2011-04-29,21,25,33,43,31,2,6,0,0
2011-04-29,20,11,7,16,22,4,1,0,0
2011-04-29,10,17,33,28,36,11,2,0,0
2011-05-07,28,47,29,11,49,5,1,0,176715803
2011-05-07,13,19,39,11,12,11,6,0,0
2011-05-07,33,2,5,43,9,9,2,0,0
2011-05-07,9,41,42,8,11,11,4,0,0
2011-05-07,44,21,8,32,4,5,2,0,0
2011-05-08,34,32,18,14,13,1,10,0,26847222
2011-05-08,46,13,35,26,42,3,1,0,0
2011-05-08,5,24,22,32,19,7,3,0,0
2011-05-08,30,18,16,48,11,3,11,0,0
2011-05-08,37,16,39,12,35,2,8,0,0
2011-05-13,17,47,11,36,9,2,1,1,121019633
2011-05-13,28,31,26,45,4,8,6,0,0
2011-05-13,21,23,30,2,45,5,2,0,0
2011-05-13,20,37,14,30,45,1,8,0,0
2011-05-13,42,24,30,39,2,10,4,0,0
2011-05-17,37,20,21,45,46,3,2,0,15000000
2011-05-17,49,10,29,28,20,11,2,0,0
2011-05-17,49,42,9,5,45,8,2,0,0
2011-05-17,35,31,21,11,26,10,4,0,0
2011-05-17,15,7,42,25,48,8,2,0,0
2011-05-20,42,25,10,20,14,8,11,1,27642654
2011-05-20,8,3,24,2,14,10,2,0,0
2011-05-20,46,15,20,46,49,7,5,0,0
2011-05-20,33,10,14,23,24,9,4,0,0
2011-05-20,44,4,25,29,17,6,5,0,0
2011-05-24,16,23,24,29,26,2,9,0,15000000
2011-05-24,2,21,45,1,12,3,4,0,0
2011-05-24,6,7,16,24,36,8,7,0,0
2011-05-24,24,6,14,23,34,10,9,0,0
2011-05-24,12,17,35,3,39,7,8,0,0
2011-05-27,28,9,49,25,17,9,8,0,27342236
2011-05-27,1,22,44,28,21,9,7,0,0
2011-05-27,10,34,40,31,11,6,1,0,0
2011-05-27,29,10,5,16,22,7,4,0,0
2011-05-27,24,4,15,14,31,5,9,0,0
2011-05-31,22,9,10,50,1,11,5,0,33899735
2011-05-31,45,46,7,45,32,10,11,0,0
2011-05-31,26,30,4,17,47,4,3,0,0
2011-05-31,13,47,30,48,30,4,3,0,0
2011-05-31,27,15,33,31,16,9,1,0,0
2011-06-05,28,16,20,22,11,4,9,1,28772008
2011-06-05,7,18,27,4,46,11,4,0,0
2011-06-05,3,32,15,41,27,10,8,0,0
2011-06-05,22,17,45,21,30,2,10,0,0
2011-06-05,36,28,19,25,44,3,7,0,0
2011-06-09,42,35,50,48,47,9,8,0,127472057
2011-06-09,12,32,27,17,38,7,2,0,0
2011-06-09,23,29,39,1,26,4,1,0,0
2011-06-09,27,31,36,2,32,4,8,0,0
2011-06-09,2,25,22,16,10,8,10,0,0
2011-06-12,34,21,20,38,19,9,3,0,15000000
2011-06-12,45,36,4,17,37,11,7,0,0
2011-06-12,22,26,21,37,47,2,5,0,0
2011-06-12,40,45,26,29,45,7,9,0,0
2011-06-12,36,45,34,7,20,8,1,0,0
2011-06-14,41,19,48,5,12,8,10,0,77116731
2011-06-14,40,38,7,10,27,10,3,0,0
2011-06-14,40,21,7,43,14,5,9,0,0
2011-06-14,11,40,43,23,13,5,10,0,0
2011-06-14,7,4,46,11,46,7,6,0,0
2011-06-17,11,22,21,16,44,8,3,0,92688909
2011-06-17,18,47,49,27,33,11,10,0,0
2011-06-17,1,41,24,28,24,1,5,0,0
2011-06-17,36,48,28,29,17,9,10,0,0
2011-06-17,35,24,39,45,8,1,6,0,0
2011-06-21,49,50,20,17,35,4,3,0,103328216
2011-06-21,4,42,30,29,25,5,3,0,0
2011-06-21,40,24,35,9,20,3,11,0,0
2011-06-21,24,28,2,11,41,3,9,0,0
2011-06-21,38,9,16,12,38,8,7,0,0
2011-06-24,41,20,5,30,16,11,6,0,120909822
2011-06-24,16,33,49,42,49,6,10,0,0
2011-06-24,12,13,35,20,13,6,11,0,0
2011-06-24,32,42,24,34,18,9,8,0,0
2011-06-24,27,19,10,7,36,7,1,0,0
2011-06-28,16,15,44,30,50,3,2,0,134366394
2011-06-28,40,43,15,12,3,6,9,0,0
2011-06-28,39,31,16,37,8,2,3,0,0
2011-06-28,34,25,42,48,24,5,8,0,0
2011-06-28,15,23,3,13,29,2,11,0,0
2011-07-01,32,22,1,48,50,7,6,1,15000000
2011-07-01,35,3,1,38,49,5,8,0,0
2011-07-01,38,41,37,35,43,5,10,0,0
2011-07-01,6,28,10,42,39,9,5,0,0
2011-07-01,40,21,25,9,45,10,1,0,0
2011-07-06,25,38,40,6,36,10,4,0,54804890
2011-07-06,12,35,5,18,1,4,8,0,0
2011-07-06,42,12,9,22,19,8,4,0,0
2011-07-06,22,23,35,3,10,4,10,0,0
2011-07-06,30,43,30,34,10,8,11,0,0
2011-07-10,42,34,18,38,26,8,5,1,117705979
2011-07-10,27,6,21,49,34,8,4,0,0
2011-07-10,4,13,33,23,40,4,8,0,0
2011-07-10,13,3,30,26,11,10,2,0,0
2011-07-10,35,39,17,13,6,9,10,0,0
2011-07-15,26,6,33,39,34,3,4,0,15000000
2011-07-15,43,33,5,49,19,1,2,0,0
2011-07-15,23,42,13,1,6,2,3,0,0
2011-07-15,18,11,22,39,5,5,11,0,0
2011-07-15,17,37,23,17,40,5,4,0,0
2011-07-19,16,3,25,35,26,5,9,1,23148546
2011-07-19,14,13,49,18,4,10,6,0,0
2011-07-19,43,4,28,41,27,9,3,0,0
2011-07-19,30,42,27,28,39,2,10,0,0
2011-07-19,43,28,4,44,49,4,1,0,0
2011-07-22,4,50,15,49,23,2,6,2,15000000
2011-07-22,25,15,20,18,17,10,9,0,0
2011-07-22,37,2,7,6,5,10,3,0,0
2011-07-22,28,20,32,1,18,6,3,0,0
2011-07-22,27,44,45,41,1,10,7,0,0
2011-07-26,5,1,25,48,22,11,3,0,15000000
2011-07-26,48,28,46,16,33,9,3,0,0
2011-07-26,46,41,23,18,20,2,5,0,0
2011-07-26,23,17,25,26,22,4,5,0,0
2011-07-26,19,40,22,17,26,4,5,0,0
2011-07-29,37,38,19,27,12,5,10,1,27315669
2011-07-29,29,22,15,46,35,2,7,0,0
2011-07-29,45,35,16,13,1,8,2,0,0
2011-07-29,46,16,23,31,42,10,4,0,0
2011-07-29,4,29,1,24,36,9,2,0,0
2011-08-04,21,47,23,38,50,6,2,0,15000000
2011-08-04,30,8,31,2,16,6,5,0,0
2011-08-04,7,42,21,15,10,5,1,0,0
2011-08-04,47,38,5,12,40,4,10,0,0
2011-08-04,32,10,45,10,37,5,4,0,0
2011-08-07,12,13,40,49,23,7,10,0,185000000
2011-08-07,14,31,11,25,21,8,10,0,0
2011-08-07,41,13,30,8,9,3,10,0,0
2011-08-07,36,49,20,44,8,11,4,0,0
2011-08-07,35,5,11,27,12,6,5,0,0
2011-08-11,40,15,4,29,1,1,5,0,54417326
2011-08-11,47,23,33,6,21,9,6,0,0
2011-08-11,42,9,46,42,29,3,7,0,0
2011-08-11,47,3,16,17,35,7,8,0,0
2011-08-11,15,28,9,6,34,10,4,0,0
2011-08-16,45,18,1,13,17,8,3,0,53726356
2011-08-16,24,23,13,28,17,2,1,0,0
2011-08-16,28,9,15,16,46,3,10,0,0
2011-08-16,15,1,33,10,49,1,5,0,0
2011-08-16,43,47,20,4,43,11,3,0,0
2011-08-19,16,6,31,28,14,11,2,0,66489770
2011-08-19,24,35,44,25,44,10,9,0,0
2011-08-19,37,2,7,43,22,2,6,0,0
2011-08-19,27,4,18,45,30,2,9,0,0
2011-08-19,40,9,7,26,14,2,6,0,0
2011-08-23,42,50,6,14,4,2,4,0,74844027
2011-08-23,17,4,20,3,35,11,8,0,0
2011-08-23,13,9,13,26,38,4,5,0,0
2011-08-23,48,8,43,2,26,7,4,0,0
2011-08-23,3,37,1,47,11,6,2,0,0
2011-08-26,25,45,22,33,12,5,7,0,89057638
2011-08-26,46,14,30,14,41,2,5,0,0
2011-08-26,43,25,12,30,10,7,6,0,0
2011-08-26,33,4,17,48,28,2,8,0,0
2011-08-26,42,17,45,6,4,5,1,0,0
2011-08-30,46,8,2,10,19,5,9,0,98519380
2011-08-30,47,2,12,20,29,5,4,0,0
2011-08-30,36,24,49,20,13,3,4,0,0
2011-08-30,39,15,22,36,7,8,3,0,0
2011-08-30,1,27,48,28,15,1,9,0,0
2011-09-08,36,24,34,7,23,11,8,0,34158168
2011-09-08,9,46,10,22,3,8,4,0,0
2011-09-08,6,29,13,35,33,3,4,0,0
2011-09-08,24,31,9,1,12,1,9,0,0
2011-09-08,34,2,23,49,31,8,10,0,0
2011-09-09,21,5,34,31,28,2,1,0,147365854
2011-09-09,46,8,41,15,38,4,5,0,0
2011-09-09,16,41,47,28,40,7,2,0,0
2011-09-09,29,4,26,22,17,5,1,0,0
2011-09-09,11,47,9,27,21,3,4,0,0
2011-09-12,21,12,47,44,29,2,1,0,26824531
2011-09-12,12,26,28,14,43,8,4,0,0
2011-09-12,27,21,9,14,17,11,8,0,0
2011-09-12,18,21,24,36,2,4,5,0,0
2011-09-12,39,28,13,5,27,11,4,0,0
2011-09-13,28,32,49,9,30,9,10,1,162256622
2011-09-13,21,5,1,47,2,5,10,0,0
2011-09-13,42,45,49,34,23,11,8,0,0
2011-09-13,44,20,2,38,36,9,5,0,0
2011-09-13,8,45,6,24,37,6,11,0,0
2011-09-16,39,2,42,17,8,3,10,1,15000000
2011-09-16,23,9,28,7,13,1,3,0,0
2011-09-16,34,45,41,36,2,3,10,0,0
2011-09-16,48,43,23,27,37,1,9,0,0
2011-09-16,6,20,23,9,46,9,3,0,0
2011-09-20,25,38,19,9,36,11,7,0,15000000
2011-09-20,31,49,27,4,45,2,9,0,0
2011-09-20,32,39,38,37,4,2,4,0,0
2011-09-20,16,49,42,37,45,11,8,0,0
2011-09-20,45,48,30,23,10,8,4,0,0
2011-09-23,6,33,48,14,34,6,2,0,27447714
2011-09-23,49,25,36,18,22,9,2,0,0
2011-09-23,9,17,2,13,36,3,6,0,0
2011-09-23,5,48,23,15,26,7,4,0,0
2011-09-23,30,47,28,34,29,2,5,0,0
2011-09-27,28,18,40,27,35,3,5,0,35496319
2011-09-27,8,34,16,8,9,3,6,0,0
2011-09-27,15,33,27,43,3,2,10,0,0
2011-09-27,31,33,40,31,33,8,10,0,0
2011-09-27,24,10,21,12,15,4,7,0,0
2011-09-30,28,15,44,31,5,1,6,3,48578058
2011-09-30,12,29,48,37,10,7,3,0,0
2011-09-30,6,4,40,13,42,11,7,0,0
2011-09-30,11,20,30,32,25,5,2,0,0
2011-09-30,35,11,27,36,30,4,7,0,0
2011-10-05,28,3,45,10,15,7,5,0,100000000
2011-10-05,16,9,10,49,31,3,11,0,0
2011-10-05,46,21,18,11,20,6,10,0,0
2011-10-05,11,44,39,12,2,8,9,0,0
2011-10-05,27,7,38,15,25,4,6,0,0
2011-10-06,37,20,3,48,19,8,11,0,68829142
2011-10-06,34,30,48,27,12,3,10,0,0
2011-10-06,34,25,11,7,14,8,7,0,0
2011-10-06,14,13,4,10,15,9,3,0,0
2011-10-06,4,23,39,44,35,3,1,0,0
2011-10-14,47,23,12,29,32,3,5,0,27483912
2011-10-14,44,25,40,12,41,6,9,0,0
2011-10-14,49,35,17,42,48,7,10,0,0
2011-10-14,39,27,39,46,28,7,2,0,0
2011-10-14,29,5,14,46,11,6,10,0,0
2011-10-18,46,18,37,48,23,2,10,0,35273363
2011-10-18,22,8,3,22,23,8,6,0,0
2011-10-18,5,11,4,25,40,5,9,0,0
2011-10-18,49,13,7,18,4,6,3,0,0
2011-10-18,37,12,44,13,11,9,5,0,0
2011-10-21,37,19,2,33,46,5,8,2,47998649
2011-10-21,24,20,49,38,48,3,1,0,0
2011-10-21,40,36,35,49,45,5,4,0,0
2011-10-21,20,35,34,38,20,1,11,0,0
2011-10-21,28,49,20,9,15,9,11,0,0
2011-10-25,39,28,22,12,27,4,10,0,15000000
2011-10-25,1,47,6,25,32,9,8,0,0
2011-10-25,3,30,16,8,45,7,3,0,0
2011-10-25,6,20,9,25,7,6,5,0,0
2011-10-25,14,29,35,44,19,4,3,0,0
2011-10-28,39,16,20,17,50,4,8,0,26983680
2011-10-28,30,23,11,9,48,1,10,0,0
2011-10-28,35,40,28,27,45,4,2,0,0
2011-10-28,29,3,46,49,16,5,1,0,0
2011-10-28,35,29,11,35,36,8,10,0,0
2011-11-02,15,14,12,19,23,7,8,0,15000000
2011-11-02,2,8,32,18,39,1,9,0,0
2011-11-02,22,20,27,5,17,7,1,0,0
2011-11-02,32,41,2,36,13,11,8,0,0
2011-11-02,48,28,29,14,37,2,10,0,0
2011-11-03,17,24,37,19,46,2,7,0,82769625
2011-11-03,5,47,18,8,35,4,5,0,0
2011-11-03,12,34,8,20,2,3,9,0,0
2011-11-03,23,25,24,30,17,6,8,0,0
2011-11-03,17,8,40,12,25,9,3,0,0
2011-11-10,12,16,4,1,48,9,10,0,15000000
2011-11-10,32,41,46,5,1,4,10,0,0
2011-11-10,44,20,4,9,38,8,4,0,0
2011-11-10,31,47,33,36,12,5,7,0,0
2011-11-10,8,6,28,26,37,6,4,0,0
2011-11-11,30,18,1,4,23,3,7,1,67939184
2011-11-11,5,33,17,35,41,8,5,0,0
2011-11-11,16,30,32,27,1,3,8,0,0
2011-11-11,24,42,21,45,5,6,3,0,0
2011-11-11,34,43,4,32,16,1,8,0,0
2011-11-15,47,17,22,6,45,3,11,1,15000000
2011-11-15,48,41,22,15,38,11,2,0,0
2011-11-15,30,8,29,35,24,10,7,0,0
2011-11-15,26,45,23,32,14,5,11,0,0
2011-11-15,20,30,38,2,46,10,9,0,0
2011-11-18,39,44,24,4,12,2,4,0,15000000
2011-11-18,30,39,17,12,21,3,6,0,0
2011-11-18,13,29,26,39,9,10,6,0,0
2011-11-18,1,10,5,42,37,2,6,0,0
2011-11-18,1,17,37,33,1,4,6,0,0
2011-11-22,16,40,38,24,18,2,4,0,21897137
2011-11-22,44,21,18,24,27,3,8,0,0
2011-11-22,11,48,41,49,45,10,1,0,0
2011-11-22,35,28,18,23,33,8,3,0,0
2011-11-22,31,22,16,20,7,3,7,0,0
2011-11-25,34,14,26,19,28,5,8,1,35062896
2011-11-25,43,48,47,10,9,1,4,0,0
2011-11-25,20,30,11,14,3,6,4,0,0
2011-11-25,20,19,36,28,46,1,3,0,0
2011-11-25,17,16,49,22,6,6,7,0,0
2011-11-29,25,50,11,45,41,7,2,0,15000000
2011-11-29,17,22,14,6,33,8,2,0,0
2011-11-29,33,27,43,41,13,2,5,0,0
2011-11-29,12,25,33,21,1,7,10,0,0
2011-11-29,16,26,16,34,39,11,6,0,0
2011-12-07,19,17,42,45,38,9,10,1,185000000
2011-12-07,43,46,25,17,42,9,1,0,0
2011-12-07,26,12,15,23,14,9,5,0,0
2011-12-07,27,4,31,3,11,3,1,0,0
2011-12-07,18,45,20,49,14,10,9,0,0
2011-12-08,7,20,37,10,27,7,4,0,46432977
2011-12-08,22,43,33,27,45,11,2,0,0
2011-12-08,35,13,16,47,19,8,3,0,0
2011-12-08,9,22,25,8,47,4,1,0,0
2011-12-08,1,48,5,27,1,9,4,0,0
2011-12-13,12,37,18,33,7,1,11,0,34268472
2011-12-13,17,7,26,25,3,3,9,0,0
2011-12-13,46,14,48,44,28,9,10,0,0
2011-12-13,3,43,15,31,43,2,4,0,0
2011-12-13,39,46,3,8,29,3,2,0,0
2011-12-16,10,2,23,31,5,5,2,1,46576447
2011-12-16,42,20,35,14,45,6,7,0,0
2011-12-16,43,26,15,20,47,4,3,0,0
2011-12-16,31,17,2,42,5,4,9,0,0
2011-12-16,6,35,18,23,35,11,10,0,0
2011-12-20,14,48,1,9,12,7,1,0,15000000
2011-12-20,37,48,10,48,23,7,10,0,0
2011-12-20,14,34,46,11,20,4,8,0,0
2011-12-20,1,13,21,15,47,6,4,0,0
2011-12-20,31,17,12,20,14,7,9,0,0
2011-12-23,22,7,24,28,21,1,11,0,30860915
2011-12-23,37,4,30,34,4,2,1,0,0
2011-12-23,30,18,35,13,25,1,6,0,0
2011-12-23,36,28,23,13,46,7,1,0,0
2011-12-23,45,41,47,31,44,4,6,0,0
2011-12-27,26,21,25,19,44,7,3,0,38129375
2011-12-27,45,37,4,18,40,9,8,0,0
2011-12-27,28,26,8,31,37,5,8,0,0
2011-12-27,4,49,10,44,42,10,8,0,0
2011-12-27,44,1,4,7,49,8,9,0,0
2011-12-30,36,44,43,16,50,8,7,0,51792389
2011-12-30,32,9,26,34,17,11,8,0,0
2011-12-30,34,41,21,4,24,3,4,0,0
2011-12-30,37,20,15,22,2,9,10,0,0
2011-12-30,28,8,5,1,46,8,11,0,0
2012-01-05,4,15,41,5,19,11,9,0,15000000
2012-01-05,28,40,5,44,10,10,11,0,0
2012-01-05,30,14,37,36,13,3,2,0,0
2012-01-05,48,21,9,33,3,10,1,0,0
2012-01-05,43,18,21,18,41,7,9,0,0
2012-01-06,26,2,36,14,4,9,10,0,120024029
2012-01-06,31,26,39,26,31,11,1,0,0
2012-01-06,41,10,17,38,26,2,1,0,0
2012-01-06,31,41,43,3,44,5,11,0,0
2012-01-06,6,15,25,46,4,4,1,0,0
2012-01-13,39,13,21,14,27,8,6,0,29204007
2012-01-13,24,49,18,33,26,6,8,0,0
2012-01-13,20,5,3,21,8,8,3,0,0
2012-01-13,23,8,6,49,7,9,3,0,0
2012-01-13,16,21,32,12,22,6,11,0,0
2012-01-17,12,44,22,30,31,5,6,0,36496417
2012-01-17,33,15,43,2,49,8,10,0,0
2012-01-17,5,3,15,49,33,6,8,0,0
2012-01-17,28,49,24,25,5,3,2,0,0
2012-01-17,28,23,36,25,31,3,11,0,0
2012-01-20,10,28,27,2,22,8,6,1,48895464
2012-01-20,36,47,39,43,14,10,4,0,0
2012-01-20,38,43,29,33,4,7,11,0,0
2012-01-20,43,6,49,8,7,3,4,0,0
2012-01-20,45,31,6,46,41,1,8,0,0
2012-01-24,1,20,6,2,36,11,8,0,15000000
2012-01-24,29,11,30,19,40,10,1,0,0
2012-01-24,39,13,36,30,40,7,6,0,0
2012-01-24,21,12,13,39,44,10,9,0,0
2012-01-24,31,8,44,41,13,5,2,0,0
2012-01-27,10,19,44,13,39,6,2,0,26630721
