Date;N1;N2;N3;N4;N5;E1;E2;Winner;Gain
2020-04-08;42;2;5;1;15;8;5;0;49112673
2020-07-31;21;24;30;46;49;2;5;0;38953665
2020-07-28;9;13;15;17;34;2;7;0;26261754
2020-07-24;8;9;27;28;50;4;12;0;17000000
2020-07-21;14;15;24;29;42;2;4;1;49564587
2020-07-17;7;15;27;41;43;7;9;0;39348808
2020-07-14;11;22;30;37;47;9;10;0;26440749
2020-10-07;15;17;23;30;38;2;7;0;17000000
2020-07-07;12;16;23;33;41;8;10;1;144542315
2020-03-07;4;16;27;37;39;3;6;0;130000000
2020-06-30;1;6;11;28;42;2;10;0;62297693
2020-06-26;1;10;12;21;26;5;11;0;51471751
2020-06-23;19;46;49;12;2;8;1;0;38429546
2020-06-19;5;14;19;24;43;3;11;0;29065639
2020-06-16;4;9;11;17;39;2;10;0;17000000
2020-12-06;2;24;39;45;46;4;8;1;51583717
2020-09-06;5;15;27;36;46;2;8;0;38666415
2020-05-06;5;11;17;24;37;3;6;0;29131137
2020-02-06;10;12;22;26;49;7;11;0;17000000
2020-05-29;4;8;11;19;46;4;8;1;17000000
2020-05-26;4;9;14;21;27;4;6;2;37143480
2020-05-22;3;18;22;27;32;2;7;0;28245446
2020-05-19;5;25;32;37;43;6;7;0;17000000
2020-05-15;11;23;32;34;39;1;6;1;72969058
2020-12-05;9;16;29;37;39;4;11;0;63861474
2020-08-05;8;25;32;33;38;7;9;0;57015368
2020-05-05;2;10;22;27;41;2;3;0;48838406
2020-01-05;47;20;19;45;38;2;6;0;41201741
2020-04-28;15;23;26;28;32;1;5;0;32299012
2020-04-24;1;5;19;21;28;4;7;0;25497940
2020-04-21;10;11;14;23;28;6;8;0;17000000
2020-04-17;16;28;32;37;45;1;11;1;67188313
2020-04-14;6;29;34;35;40;4;11;0;59184725
2020-10-04;3;10;17;33;39;1;4;0;53434751
2020-07-04;4;5;14;33;48;7;12;0;45796215
2020-03-04;16;19;34;46;50;2;6;0;39141320
2020-03-31;12;17;24;30;36;1;9;0;30777246
2020-03-27;11;14;27;41;46;2;3;0;24704307
2020-03-24;7;12;26;30;33;10;11;0;17000000
2020-03-20;40;9;20;34;3;6;12;1;17000000
2020-03-17;5;7;8;16;20;2;12;1;63600033
2020-03-13;3;11;21;27;36;9;10;0;55850379
2020-10-03;11;23;30;37;43;5;12;0;40555593
2020-06-03;15;38;43;45;46;1;11;0;30399605
2020-03-03;4;14;27;44;45;1;10;0;17000000
2020-02-28;8;11;20;22;23;3;4;1;67084644
2020-02-25;1;4;18;27;42;4;6;0;51940006
2020-02-21;7;23;30;32;45;5;9;0;41085850
2020-02-18;11;32;34;38;47;2;10;0;27039366
2020-02-14;5;20;35;41;49;6;10;0;17000000
2020-11-02;24;26;32;43;46;6;10;1;17000000
2020-07-02;9;15;17;25;40;3;9;1;130000000
2020-04-02;21;23;33;35;47;6;7;0;40857417
2020-01-31;13;18;20;23;30;2;4;0;28934315
2020-01-28;1;19;27;31;38;4;5;0;17000000
2020-01-24;3;4;6;9;24;5;8;1;28601720
2020-01-21;10;11;24;36;46;3;5;0;17000000
2020-01-17;8;19;20;29;44;3;8;1;100779289
2020-01-14;21;25;29;39;44;8;9;0;91228644
2020-10-01;6;17;32;44;46;2;6;0;84145912
2020-07-01;5;8;12;37;43;6;11;0;75337663
2020-03-01;5;15;20;36;47;8;12;0;64992459
2021-02-02;18;20;35;38;48;9;12;0;41721143
2021-01-29;1;5;27;36;42;1;6;0;30681161
2021-01-26;5;7;25;37;40;2;8;0;17000000
2021-01-22;8;16;42;44;47;6;7;1;80566353
2021-01-19;25;27;31;35;43;5;6;0;67733808
2021-01-15;4;10;27;38;40;3;11;0;56331898
2021-12-01;2;10;18;34;35;6;9;0;41607178
2021-08-01;18;23;37;41;42;4;6;0;30824040
2021-05-01;12;34;37;38;42;1;3;0;17000000
2021-01-01;16;28;32;44;48;1;9;1;44958140
2004-12-24;47;15;25;38;29;8;5;0;0
2004-12-24;40;38;18;8;35;3;1;0;0
2004-12-24;40;41;7;16;41;5;2;0;0
2004-12-24;26;27;44;1;46;5;11;0;0
2004-12-17;31;28;36;28;19;6;5;0;0
2004-12-17;47;21;1;8;39;11;2;0;0
2004-12-17;15;25;6;8;47;7;5;0;0
2004-12-17;44;11;3;47;48;1;9;0;0
2004-11-26;43;40;21;19;13;11;4;0;0
2004-11-26;22;31;11;6;42;4;3;0;0
2004-11-26;40;35;14;37;22;7;5;0;0
2004-11-26;2;35;38;18;25;2;5;0;0
2004-10-22;7;8;37;16;23;3;4;0;0
2004-10-22;6;9;22;1;8;4;10;0;0
2004-10-22;44;2;37;7;29;6;3;0;0
2004-10-22;44;31;13;1;12;6;11;0;0
2004-01-10;30;18;38;26;37;11;4;0;0
2004-01-10;39;46;18;12;22;5;3;0;0
2004-01-10;31;29;23;48;40;5;11;0;0
2004-01-10;1;32;13;5;15;7;1;0;0
2004-06-08;35;49;18;49;17;9;3;0;0
2004-06-08;13;2;4;35;37;11;1;0;0
2004-06-08;14;11;14;36;35;2;6;0;0
2004-06-08;9;28;17;39;26;4;6;0;0
2004-06-18;1;22;9;33;37;11;1;0;0
2004-06-18;47;20;39;19;39;3;10;0;0
2004-06-18;22;46;43;19;17;8;2;0;0
2004-06-18;30;2;30;42;39;7;4;0;0
2004-04-06;3;16;49;4;44;7;9;0;0
2004-04-06;12;20;5;31;16;10;11;0;0
2004-04-06;4;17;14;10;19;5;8;0;0
2004-04-06;23;24;45;13;41;7;1;0;0
2004-05-21;22;18;39;34;9;8;3;0;0
2004-05-21;42;4;28;13;38;6;8;0;0
2004-05-21;17;8;30;25;19;3;5;0;0
2004-05-21;21;17;26;45;20;3;2;0;0
2004-05-14;48;30;33;2;37;10;11;0;0
2004-05-14;1;24;21;36;19;4;10;0;0
2004-05-14;4;38;42;35;6;1;7;0;0
2004-05-14;36;9;3;4;21;5;11;0;0
2004-09-04;15;7;48;47;22;3;4;0;0
2004-09-04;5;41;8;14;41;6;1;0;0
2004-09-04;24;30;20;49;32;3;8;0;0
2004-09-04;4;29;28;37;3;4;10;0;0
2004-05-03;39;33;45;32;21;5;4;0;0
2004-05-03;10;48;28;35;33;10;7;0;0
2004-05-03;5;47;21;17;31;2;1;0;0
2004-05-03;19;33;39;21;10;7;8;0;0
2004-02-13;47;6;24;19;17;8;1;0;0
2004-02-13;29;26;14;45;42;3;4;0;0
2004-02-13;35;8;34;43;11;10;3;0;0
2004-02-13;33;8;42;27;7;8;10;0;0
2005-11-11;9;20;37;24;14;11;8;0;0
2005-11-11;3;17;4;16;43;6;7;0;0
2005-11-11;2;32;18;45;22;5;4;0;0
2005-11-11;3;14;49;5;2;5;9;0;0
2005-10-14;13;29;23;48;25;5;6;0;0
2005-10-14;18;44;35;34;45;9;6;0;0
2005-10-14;32;44;24;49;21;4;11;0;0
2005-10-14;7;27;33;47;21;8;2;0;0
2005-07-10;35;10;11;49;42;4;9;0;0
2005-07-10;49;35;25;21;6;5;7;0;0
2005-07-10;49;33;15;17;40;9;8;0;0
2005-07-10;12;35;16;37;30;9;4;0;0
2005-09-30;6;36;49;1;13;1;11;0;0
2005-09-30;6;49;39;18;25;8;7;0;0
2005-09-30;12;42;23;26;37;1;7;0;0
2005-09-30;15;26;32;28;20;9;2;0;0
2005-09-16;44;12;4;40;18;8;7;0;0
2005-09-16;30;17;13;31;28;2;4;0;0
2005-09-16;6;43;26;36;45;4;10;0;0
2005-09-16;8;19;46;24;49;10;7;0;0
2005-07-29;45;6;39;37;49;3;7;0;0
2005-07-29;9;12;40;44;32;9;10;0;0
2005-07-29;30;33;36;14;38;3;8;0;0
2005-07-29;34;13;8;19;42;8;2;0;0
2005-05-20;44;20;37;17;24;11;10;0;0
2005-05-20;29;12;39;1;12;7;5;0;0
2005-05-20;30;14;33;32;9;10;2;0;0
2005-05-20;30;37;9;41;31;10;9;0;0
2005-04-22;49;41;11;37;38;5;8;0;0
2005-04-22;26;20;44;16;47;5;7;0;0
2005-04-22;26;46;24;2;28;5;4;0;0
2005-04-22;15;21;13;48;43;7;4;0;0
2005-08-04;30;17;12;32;7;6;2;0;0
2005-08-04;24;42;31;16;40;3;10;0;0
2005-08-04;25;2;19;21;15;3;7;0;0
2005-08-04;29;33;24;25;28;11;4;0;0
2005-02-18;12;23;29;26;16;5;10;0;0
2005-02-18;35;46;1;13;9;8;1;0;0
2005-02-18;17;34;44;17;46;10;8;0;0
2005-02-18;20;11;18;33;15;10;11;0;0
2005-11-02;47;32;34;47;39;11;4;0;0
2005-11-02;45;5;22;25;44;7;2;0;0
2005-11-02;2;25;11;17;1;11;4;0;0
2005-11-02;34;31;26;4;22;1;11;0;0
2005-01-14;18;39;42;15;5;9;10;0;0
2005-01-14;46;10;39;8;41;5;11;0;0
2005-01-14;48;40;39;14;40;9;3;0;0
2005-01-14;12;33;23;35;7;6;10;0;0
2006-12-29;34;49;36;45;11;9;4;0;0
2006-12-29;25;35;22;45;38;9;10;0;0
2006-12-29;22;46;32;11;9;1;8;0;0
2006-12-29;9;21;44;37;14;2;10;0;0
2006-12-22;22;11;43;45;6;11;4;0;0
2006-12-22;29;34;13;14;28;3;1;0;0
2006-12-22;15;22;33;40;4;9;10;0;0
2006-12-22;27;15;21;28;45;1;9;0;0
2006-12-15;20;43;29;26;31;6;3;0;0
2006-12-15;28;12;27;49;9;10;9;0;0
2006-12-15;33;3;30;27;38;9;7;0;0
2006-12-15;49;31;3;32;28;7;2;0;0
2006-08-12;15;13;35;30;3;4;11;0;0
2006-08-12;19;40;15;6;11;8;9;0;0
2006-08-12;31;4;47;45;27;2;3;0;0
2006-08-12;42;1;22;25;31;3;7;0;0
2006-01-12;30;14;13;11;41;2;11;0;0
2006-01-12;13;7;27;32;14;10;2;0;0
2006-01-12;29;16;28;7;25;11;7;0;0
2006-01-12;41;29;48;19;48;3;5;0;0
2006-11-24;49;41;26;45;1;4;8;0;0
2006-11-24;4;48;34;42;34;11;2;0;0
2006-11-24;23;4;32;38;32;10;8;0;0
2006-11-24;40;21;8;26;13;4;6;0;0
2006-11-17;13;39;40;23;37;2;3;0;0
2006-11-17;31;4;22;20;27;9;10;0;0
2006-11-17;29;13;22;8;9;2;7;0;0
2006-11-17;48;47;16;1;47;6;5;0;0
2006-10-11;30;7;18;27;31;10;7;0;0
2006-10-11;46;21;5;13;27;3;7;0;0
2006-10-11;5;8;3;45;20;10;3;0;0
2006-10-11;33;39;15;18;43;4;10;0;0
2006-03-11;33;28;23;21;42;8;10;0;0
2006-03-11;20;37;5;17;21;1;9;0;0
2006-03-11;8;40;5;7;28;6;8;0;0
2006-03-11;36;4;32;31;4;11;2;0;0
2006-10-27;6;46;1;36;2;7;5;0;0
2006-10-27;34;35;30;1;45;3;8;0;0
2006-10-27;29;40;38;41;28;10;7;0;0
2006-10-27;38;33;11;8;33;3;10;0;0
2006-10-20;16;24;40;27;22;1;10;0;0
2006-10-20;15;48;4;13;44;5;6;0;0
2006-10-20;21;25;24;2;26;6;4;0;0
2006-10-20;39;34;28;14;36;1;9;0;0
2006-10-13;13;7;25;16;37;9;10;0;0
2006-10-13;44;22;40;20;39;1;7;0;0
2006-10-13;24;48;22;46;1;4;8;0;0
2006-10-13;11;5;6;43;38;2;6;0;0
2006-06-10;9;13;9;33;27;4;9;0;0
2006-06-10;17;45;23;40;13;3;4;0;0
2006-06-10;46;8;5;37;40;6;9;0;0
2006-06-10;40;11;47;24;15;6;1;0;0
2006-09-29;10;38;25;17;32;2;9;0;0
2006-09-29;26;36;41;25;3;4;7;0;0
2006-09-29;37;33;1;24;7;7;4;0;0
2006-09-29;35;21;35;34;9;3;10;0;0
2006-09-22;13;35;39;36;10;1;6;0;0
2006-09-22;35;23;30;4;41;4;7;0;0
2006-09-22;46;16;28;29;41;1;8;0;0
2006-09-22;6;19;28;49;2;10;4;0;0
2006-09-15;36;15;34;4;6;4;11;0;0
2006-09-15;2;23;13;19;29;11;10;0;0
2006-09-15;21;9;43;46;28;3;1;0;0
2006-09-15;2;1;38;15;10;5;2;0;0
2006-08-09;8;36;10;13;39;9;7;0;0
2006-08-09;38;4;13;40;27;3;9;0;0
2006-08-09;33;49;40;9;12;1;8;0;0
2006-08-09;43;18;32;36;48;3;5;0;0
2006-01-09;33;31;40;47;41;11;5;0;0
2006-01-09;1;45;32;13;38;5;7;0;0
2006-01-09;42;22;42;20;30;10;7;0;0
2006-01-09;22;37;47;41;28;7;4;0;0
2006-08-25;37;15;43;2;40;8;3;0;0
2006-08-25;3;32;24;22;6;11;4;0;0
2006-08-25;13;8;15;41;39;2;3;0;0
2006-08-25;35;3;31;23;44;9;2;0;0
2006-08-18;11;34;11;45;41;6;11;0;0
2006-08-18;41;34;3;5;45;7;4;0;0
2006-08-18;31;27;5;38;16;7;8;0;0
2006-08-18;22;10;45;37;5;11;10;0;0
2006-11-08;47;18;43;5;26;9;11;0;0
2006-11-08;15;36;16;28;46;1;8;0;0
2006-11-08;30;1;23;3;43;6;4;0;0
2006-11-08;30;27;28;39;7;9;7;0;0
2006-04-08;2;42;49;14;44;4;3;0;0
2006-04-08;19;16;32;18;22;1;7;0;0
2006-04-08;16;49;26;22;7;9;5;0;0
2006-04-08;46;16;46;42;18;1;4;0;0
2006-07-28;3;15;32;3;43;5;3;0;0
2006-07-28;4;25;45;48;5;9;7;0;0
2006-07-28;7;6;47;45;11;1;6;0;0
2006-07-28;15;42;4;9;42;4;10;0;0
2006-07-21;38;4;2;44;25;3;5;0;0
2006-07-21;7;2;3;13;40;1;3;0;0
2006-07-21;41;28;21;29;25;5;8;0;0
2006-07-21;23;21;28;38;6;4;9;0;0
2006-07-14;14;24;28;41;46;6;11;0;0
2006-07-14;47;22;14;42;46;7;1;0;0
2006-07-14;15;39;17;29;17;2;11;0;0
2006-07-14;43;41;2;10;38;8;7;0;0
2006-07-07;41;8;13;39;4;3;7;0;0
2006-07-07;2;46;41;20;14;8;7;0;0
2006-07-07;25;5;14;28;47;7;6;0;0
2006-07-07;12;34;20;10;37;6;9;0;0
2006-06-30;46;7;25;40;41;6;7;0;0
2006-06-30;18;27;7;45;10;5;11;0;0
2006-06-30;21;13;28;46;24;10;11;0;0
2006-06-30;5;35;38;42;27;3;8;0;0
2006-06-23;40;43;40;48;40;5;7;0;0
2006-06-23;39;43;45;22;18;8;9;0;0
2006-06-23;38;16;49;26;43;11;7;0;0
2006-06-23;43;39;1;38;6;1;4;0;0
2006-06-16;20;15;38;47;30;11;5;0;0
2006-06-16;11;41;45;37;38;10;8;0;0
2006-06-16;33;48;41;44;35;1;5;0;0
2006-06-16;20;40;39;3;34;10;8;0;0
2006-09-06;37;25;23;38;5;8;1;0;0
2006-09-06;14;19;47;2;28;1;8;0;0
2006-09-06;6;45;34;4;36;1;8;0;0
2006-09-06;33;48;27;36;10;10;7;0;0
2006-02-06;43;16;2;38;44;4;2;0;0
2006-02-06;26;39;28;10;27;10;8;0;0
2006-02-06;2;4;10;32;13;3;1;0;0
2006-02-06;38;48;44;40;49;10;9;0;0
2006-05-26;17;33;2;26;10;8;11;0;0
2006-05-26;20;37;19;37;31;8;5;0;0
2006-05-26;36;10;31;23;28;5;4;0;0
2006-05-26;13;40;25;26;13;3;1;0;0
2006-05-19;33;1;8;26;34;1;5;0;0
2006-05-19;29;42;22;14;31;5;3;0;0
2006-05-19;35;17;25;39;6;8;11;0;0
2006-05-19;29;35;17;49;28;7;8;0;0
2006-12-05;33;35;43;9;12;1;4;0;0
2006-12-05;14;18;7;42;15;4;5;0;0
2006-12-05;2;48;15;8;10;3;4;0;0
2006-12-05;9;22;31;17;36;8;9;0;0
2006-05-05;49;30;45;32;49;4;8;0;0
2006-05-05;7;24;39;36;21;1;6;0;0
2006-05-05;42;4;22;27;7;7;4;0;0
2006-05-05;29;13;3;38;49;4;11;0;0
2006-04-28;43;7;23;42;49;11;1;0;0
2006-04-28;35;26;27;46;42;7;3;0;0
2006-04-28;15;14;20;39;37;5;9;0;0
2006-04-28;44;41;44;31;29;4;5;0;0
2006-04-21;11;26;20;40;36;6;9;0;0
2006-04-21;7;23;40;20;28;5;3;0;0
2006-04-21;5;44;16;13;20;5;8;0;0
2006-04-21;13;10;20;37;46;3;9;0;0
2006-04-14;24;33;27;36;29;2;3;0;0
2006-04-14;42;31;48;18;13;4;11;0;0
2006-04-14;29;34;36;44;14;7;2;0;0
2006-04-14;3;14;47;40;14;10;9;0;0
2006-07-04;37;10;4;43;13;6;1;0;0
2006-07-04;42;9;49;48;3;3;9;0;0
2006-07-04;11;9;28;48;21;6;4;0;0
2006-07-04;30;38;10;16;23;1;10;0;0
2006-03-31;43;27;15;23;5;1;5;0;0
2006-03-31;40;47;9;18;20;4;10;0;0
2006-03-31;32;20;11;22;40;10;4;0;0
2006-03-31;15;22;25;7;31;5;4;0;0
2006-03-24;21;26;38;32;7;10;9;0;0
2006-03-24;21;12;22;44;16;5;6;0;0
2006-03-24;37;20;41;29;21;6;8;0;0
2006-03-24;2;5;35;25;11;11;5;0;0
2006-03-17;10;28;25;3;11;9;6;0;0
2006-03-17;4;6;23;42;47;2;9;0;0
2006-03-17;35;14;22;1;46;11;3;0;0
2006-03-17;32;29;32;44;29;10;4;0;0
2006-10-03;29;23;10;3;4;3;11;0;0
2006-10-03;13;31;6;31;19;2;7;0;0
2006-10-03;9;48;13;20;43;9;10;0;0
2006-10-03;20;30;38;8;13;6;5;0;0
2006-03-03;15;10;20;32;41;11;4;0;0
2006-03-03;14;48;18;10;12;9;7;0;0
2006-03-03;40;16;7;42;27;10;6;0;0
2006-03-03;49;11;12;47;17;6;8;0;0
2006-02-24;36;31;27;48;43;3;1;0;0
2006-02-24;40;1;39;14;22;2;10;0;0
2006-02-24;38;24;31;37;6;11;7;0;0
2006-02-24;32;14;44;25;1;2;10;0;0
2006-02-17;23;43;33;29;38;5;3;0;0
2006-02-17;19;27;20;30;41;6;3;0;0
2006-02-17;16;7;2;36;39;3;11;0;0
2006-02-17;47;5;17;33;25;7;2;0;0
2006-10-02;42;48;5;36;15;2;5;0;0
2006-10-02;6;19;27;30;40;11;10;0;0
2006-10-02;13;20;36;6;40;8;1;0;0
2006-10-02;5;45;47;1;40;1;8;0;0
2006-03-02;44;12;21;36;40;11;8;0;0
2006-03-02;20;8;11;43;11;10;11;0;0
2006-03-02;6;36;49;45;1;6;2;0;0
2006-03-02;29;1;10;18;33;9;1;0;0
2006-01-27;19;9;44;47;14;3;1;0;0
2006-01-27;25;43;13;10;39;2;1;0;0
2006-01-27;5;27;48;35;10;9;7;0;0
2006-01-27;19;11;16;4;21;2;4;0;0
2007-12-28;36;34;14;31;27;4;8;0;0
2007-12-28;31;26;18;40;30;11;4;0;0
2007-12-28;6;49;32;8;5;10;11;0;0
2007-12-28;30;23;30;9;39;11;8;0;0
2007-12-21;34;13;36;21;20;4;11;0;0
2007-12-21;18;40;44;32;27;8;2;0;0
2007-12-21;9;41;35;23;32;11;5;0;0
2007-12-21;16;32;7;2;33;4;9;0;0
2007-12-14;8;45;34;32;5;9;5;0;0
2007-12-14;12;37;38;11;22;4;2;0;0
2007-12-14;30;42;27;11;16;9;11;0;0
2007-12-14;23;46;11;27;40;5;3;0;0
2007-07-12;1;4;20;46;41;5;9;0;0
2007-07-12;13;4;27;10;1;7;8;0;0
2007-07-12;8;14;46;49;6;2;1;0;0
2007-07-12;6;23;29;28;4;11;7;0;0
2007-11-30;30;19;14;48;37;6;3;0;0
2007-11-30;44;31;39;22;31;4;6;0;0
2007-11-30;31;5;44;33;35;2;3;0;0
2007-11-30;10;23;28;38;1;6;4;0;0
2007-11-23;35;15;39;9;12;2;1;0;0
2007-11-23;2;12;21;47;25;9;4;0;0
2007-11-23;10;1;41;18;13;7;10;0;0
2007-11-23;48;37;17;23;34;5;9;0;0
2007-11-16;42;14;37;3;39;9;1;0;0
2007-11-16;9;28;12;28;33;5;2;0;0
2007-11-16;28;20;16;45;6;9;6;0;0
2007-11-16;48;46;4;2;16;6;3;0;0
2007-09-11;27;49;42;27;40;7;11;0;0
2007-09-11;20;26;34;24;34;9;11;0;0
2007-09-11;35;45;1;34;29;3;2;0;0
2007-09-11;14;19;4;33;37;1;4;0;0
2007-02-11;2;18;2;48;26;1;8;0;0
2007-02-11;46;48;42;1;15;8;9;0;0
2007-02-11;11;47;44;1;31;6;5;0;0
2007-02-11;11;29;23;14;32;10;3;0;0
2007-10-26;27;7;15;11;19;1;6;0;0
2007-10-26;36;41;6;41;49;2;9;0;0
2007-10-26;9;28;8;11;36;8;1;0;0
2007-10-26;47;45;38;32;25;9;6;0;0
2007-10-19;45;7;20;32;10;3;8;0;0
2007-10-19;40;3;34;6;1;6;9;0;0
2007-10-19;45;25;2;21;45;10;9;0;0
2007-10-19;6;49;12;29;6;9;5;0;0
2007-12-10;35;48;38;36;9;4;7;0;0
2007-12-10;10;11;18;48;37;4;1;0;0
2007-12-10;12;32;20;41;5;11;4;0;0
2007-12-10;49;41;5;34;16;11;4;0;0
2007-05-10;9;1;11;12;8;2;10;0;0
2007-05-10;24;22;4;26;20;2;11;0;0
2007-05-10;43;35;36;37;33;2;11;0;0
2007-05-10;22;40;26;14;42;1;6;0;0
2007-09-28;18;25;45;10;5;5;9;0;0
2007-09-28;41;17;15;11;4;4;5;0;0
2007-09-28;43;10;23;38;14;8;9;0;0
2007-09-28;19;8;20;36;46;1;6;0;0
2007-09-21;10;31;11;27;42;3;11;0;0
2007-09-21;26;46;8;25;49;11;6;0;0
2007-09-21;10;49;6;14;17;1;3;0;0
2007-09-21;32;7;12;5;6;4;8;0;0
2007-09-14;12;18;8;19;35;3;6;0;0
2007-09-14;38;22;49;3;13;1;10;0;0
2007-09-14;20;22;4;47;33;11;4;0;0
2007-09-14;32;18;32;40;26;11;8;0;0
2007-07-09;37;21;45;35;45;3;11;0;0
2007-07-09;25;30;48;4;23;9;4;0;0
2007-07-09;37;45;47;10;20;9;4;0;0
2007-07-09;8;48;10;23;41;10;11;0;0
2007-08-31;23;36;8;37;13;6;9;0;0
2007-08-31;43;17;42;12;23;6;8;0;0
2007-08-31;36;45;36;23;48;10;1;0;0
2007-08-31;25;10;19;6;37;4;6;0;0
2007-08-24;30;13;32;35;16;7;6;0;0
2007-08-24;32;12;17;3;28;2;5;0;0
2007-08-24;3;9;45;21;36;8;11;0;0
2007-08-24;13;25;35;17;23;10;4;0;0
2007-08-17;25;36;31;49;24;11;3;0;0
2007-08-17;48;35;34;10;25;3;5;0;0
2007-08-17;11;39;32;16;41;10;11;0;0
2007-08-17;44;21;12;23;39;7;11;0;0
2007-10-08;25;10;6;18;27;9;3;0;0
2007-10-08;33;35;20;47;24;1;2;0;0
2007-10-08;32;2;15;34;46;5;4;0;0
2007-10-08;10;26;20;5;23;3;2;0;0
2007-03-08;49;18;11;1;35;8;9;0;0
2007-03-08;32;22;20;32;5;7;4;0;0
2007-03-08;25;35;47;9;40;10;1;0;0
2007-03-08;20;2;6;35;29;10;9;0;0
2007-07-27;32;9;31;3;21;9;1;0;0
2007-07-27;10;32;20;38;16;6;3;0;0
2007-07-27;6;1;8;10;4;4;7;0;0
2007-07-27;34;42;34;15;29;2;8;0;0
2007-07-20;31;29;20;30;6;10;5;0;0
2007-07-20;2;44;6;29;38;4;6;0;0
2007-07-20;29;41;17;38;46;5;6;0;0
2007-07-20;19;7;33;40;1;5;9;0;0
2007-07-13;38;11;15;11;28;6;4;0;0
2007-07-13;34;29;4;40;24;2;1;0;0
2007-07-13;6;43;20;19;23;2;10;0;0
2007-07-13;40;3;46;47;6;2;10;0;0
2007-06-07;18;15;20;43;36;7;8;0;0
2007-06-07;7;42;22;8;15;9;11;0;0
2007-06-07;33;20;35;46;3;3;6;0;0
2007-06-07;19;31;25;38;3;9;11;0;0
2007-06-29;43;24;13;25;28;7;4;0;0
2007-06-29;42;41;6;7;13;9;4;0;0
2007-06-29;16;32;21;37;12;5;10;0;0
2007-06-29;31;22;18;48;42;11;4;0;0
2007-06-22;29;26;42;15;4;11;6;0;0
2007-06-22;44;20;7;39;16;4;1;0;0
2007-06-22;33;1;30;44;33;10;3;0;0
2007-06-22;14;48;7;27;48;10;3;0;0
2007-06-15;29;14;10;15;32;5;4;0;0
2007-06-15;38;19;32;26;4;2;11;0;0
2007-06-15;29;17;24;1;10;4;5;0;0
2007-06-15;31;28;7;42;30;11;6;0;0
2007-08-06;48;46;30;23;22;9;5;0;0
2007-08-06;38;12;41;25;13;9;7;0;0
2007-08-06;45;47;30;10;41;7;10;0;0
2007-08-06;10;44;42;23;5;5;4;0;0
2007-01-06;3;47;1;43;14;8;3;0;0
2007-01-06;16;10;18;12;41;11;4;0;0
2007-01-06;8;34;39;25;42;3;4;0;0
2007-01-06;12;34;1;19;41;9;11;0;0
2007-05-25;48;33;40;30;39;8;1;0;0
2007-05-25;22;45;21;20;16;8;2;0;0
2007-05-25;20;6;1;8;49;9;4;0;0
2007-05-25;32;28;36;30;48;10;11;0;0
2007-05-18;36;20;16;43;45;9;2;0;0
2007-05-18;46;44;48;39;32;9;5;0;0
2007-05-18;4;42;9;33;12;6;5;0;0
2007-05-18;9;28;41;17;27;2;9;0;0
2007-11-05;45;44;22;39;21;9;10;0;0
2007-11-05;36;32;14;43;6;6;1;0;0
2007-11-05;33;15;18;35;21;1;3;0;0
2007-11-05;9;23;7;13;29;9;4;0;0
2007-04-05;27;31;28;37;6;11;10;0;0
2007-04-05;1;23;28;4;7;2;6;0;0
2007-04-05;7;30;15;41;22;6;4;0;0
2007-04-05;15;24;27;45;30;3;4;0;0
2007-04-27;42;2;29;10;37;3;10;0;0
2007-04-27;22;8;14;26;37;7;1;0;0
2007-04-27;32;28;19;22;20;7;6;0;0
2007-04-27;23;19;10;49;15;2;6;0;0
2007-04-20;24;10;13;15;20;10;6;0;0
2007-04-20;31;15;41;14;38;8;9;0;0
2007-04-20;43;11;49;4;19;5;8;0;0
2007-04-20;16;35;49;7;34;11;1;0;0
2007-04-13;18;20;41;44;22;7;3;0;0
2007-04-13;1;48;27;31;44;6;11;0;0
2007-04-13;37;46;35;37;27;11;5;0;0
2007-04-13;2;15;19;17;14;5;9;0;0
2007-06-04;14;32;28;21;38;10;6;0;0
2007-06-04;45;29;14;20;7;1;7;0;0
2007-06-04;27;38;8;4;16;10;11;0;0
2007-06-04;9;15;1;29;36;5;3;0;0
2007-03-30;41;13;28;43;44;1;5;0;0
2007-03-30;24;6;33;2;12;10;5;0;0
2007-03-30;3;18;25;26;44;5;4;0;0
2007-03-30;12;6;45;44;29;5;2;0;0
2007-03-23;22;45;43;45;26;7;1;0;0
2007-03-23;42;1;2;43;20;2;6;0;0
2007-03-23;6;5;16;45;30;7;11;0;0
2007-03-23;15;42;11;44;35;1;10;0;0
2007-03-16;47;11;35;44;2;6;5;0;0
2007-03-16;5;37;11;49;8;2;11;0;0
2007-03-16;18;2;28;14;8;4;8;0;0
2007-03-16;45;48;9;33;17;7;3;0;0
2007-09-03;20;7;42;17;5;8;3;0;0
2007-09-03;36;41;25;21;10;8;6;0;0
2007-09-03;9;39;1;18;19;11;4;0;0
2007-09-03;1;19;34;13;7;8;9;0;0
2007-02-03;36;33;5;23;43;5;7;0;0
2007-02-03;24;37;43;30;7;5;7;0;0
2007-02-03;43;49;19;22;48;8;11;0;0
2007-02-03;48;33;4;39;35;3;4;0;0
2007-02-23;26;47;43;42;24;2;5;0;0
2007-02-23;26;29;35;49;26;2;1;0;0
2007-02-23;12;4;44;34;37;5;6;0;0
2007-02-23;39;34;40;32;30;4;5;0;0
2007-02-16;36;42;37;48;33;2;4;0;0
2007-02-16;18;8;14;18;40;9;6;0;0
2007-02-16;12;4;24;47;1;8;10;0;0
2007-02-16;27;2;37;4;37;2;10;0;0
